bill_num||congress||title||date_intro||area||enacted||vetoed
hr8363||116||Protecting Our Democracy Act||2020-09-23||Government Operations and Politics||No||No
hr8364||116||VA Fiscal Responsibility Act||2020-09-23||Armed Forces and National Security||No||No
hr8365||116||Accurate Weather for Public Safety Act||2020-09-23||Science, Technology, Communications||No||No
hr8366||116||Protecting Homeowners in Bankruptcy Act of 2020||2020-09-24||Finance and Financial Sector||No||No
hr8367||116||Human Trafficking Council Extension Act of 2020||2020-09-24||Crime and Law Enforcement||No||No
hr8368||116||Rural Broadband Expansion Act of 2020||2020-09-24||Science, Technology, Communications||No||No
hr8369||116||Battleship Iowa National Museum of the Surface Navy Act of 2020||2020-09-24||Armed Forces and National Security||No||No
hr837||116||Chronic Wasting Disease Transmission in Cervidae Study Act||2019-01-29||Animals||No||No
hr8370||116||Small Business Disaster Relief Equity Act of 2020||2020-09-24||Commerce||No||No
hr8371||116||Next Generation Fuels Act of 2020||2020-09-24||Environmental Protection||No||No
hr8372||116||KIDS Act||2020-09-24||Commerce||No||No
hr8373||116||Digital Commodity Exchange Act of 2020||2020-09-24||Finance and Financial Sector||No||No
hr8374||116||Expanding Representation at HHS Act of 2020||2020-09-24||Health||No||No
hr8375||116||Worker Flexibility and Small Business Protection Act of 2020||2020-09-24||Labor and Employment||No||No
hr8376||116||Small Business Debt Relief Extension Act of 2020||2020-09-24||Commerce||No||No
hr8377||116||CEO Accountability and Responsibility Act||2020-09-24||Taxation||No||No
hr8378||116||Securities Clarity Act||2020-09-24||Finance and Financial Sector||No||No
hr8379||116||Improving Cybersecurity of Small Organizations Act of 2020||2020-09-24||Science, Technology, Communications||No||No
hr838||116||Threat Assessment, Prevention, and Safety Act of 2019||2019-01-29||Emergency Management||No||No
hr8380||116||To obtain and direct the placement in the United States Capitol or on the United States Capitol Grounds of a monument to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.||2020-09-24||Congress||No||No
hr8381||116||POJA Act||2020-09-24||Labor and Employment||No||No
hr8382||116||Student Athlete Level Playing Field Act||2020-09-24||Education||No||No
hr8383||116||To designate certain future interstates and high priority corridors in Kentucky, and for other purposes.||2020-09-24||Transportation and Public Works||No||No
hr8384||116||Workforce Development Investment Act of 2020||2020-09-24||Taxation||No||No
hr8385||116||Taxpayer Protection Act of 2020||2020-09-24||Government Operations and Politics||No||No
hr8386||116||GREATER Communities Act||2020-09-24||Crime and Law Enforcement||No||No
hr8387||116||Family Crisis Cash Assistance Act||2020-09-24||Social Welfare||No||No
hr8388||116||IMPROVE Addiction Care Act||2020-09-24||Health||No||No
hr8389||116||To amend title 49, United States Code, to require Amtrak to convey of certain properties to the Commonwealth of Pennsylvania, and for other purposes.||2020-09-24||Transportation and Public Works||No||No
hr839||116||National Multimodal Freight Network Improvement Act||2019-01-29||Transportation and Public Works||No||No
hr8390||116||To require the Director of the National Science Foundation to establish a grant program to make grants to eligible entities to develop instructional content on artificial intelligence, and for other purposes.||2020-09-24||Science, Technology, Communications||No||No
hr8391||116||Strengthening Apprenticeships for Justice-Impacted Communities Act||2020-09-24||Labor and Employment||No||No
hr8392||116||Honoring National Recovery Month Act||2020-09-24||Health||No||No
hr8393||116||Frontline Health Care Worker Student Loan Assistance Act of 2020||2020-09-24||Education||No||No
hr8394||116||Improving Diaper Affordability Act of 2020||2020-09-24||Taxation||No||No
hr8395||116||COVID�19 Disinformation Research and Reporting Act of 2020||2020-09-24||Health||No||No
hr8396||116||Jenna Quinn Law||2020-09-24||Families||No||No
hr8397||116||National Service Animals Monument Act||2020-09-24||Public Lands and Natural Resources||No||No
hr8398||116||University of Alaska Fiscal Foundation Act||2020-09-24||Public Lands and Natural Resources||No||No
hr8399||116||End Taxpayer Subsidies for Drug Ads Act||2020-09-25||Taxation||No||No
hr84||116||No Free Rent for Freeloaders Act of 2019||2019-01-03||Housing and Community Development||No||No
hr840||116||Veterans' Access to Child Care Act||2019-01-29||Armed Forces and National Security||No||No
hr8400||116||Parent PLUS Loan Fairness and Responsibility Act||2020-09-25||Education||No||No
hr8401||116||To require the Secretary of the Interior and the Secretary of Agriculture to complete an interagency report on the effects of special recreation permits on environmental justice communities, and for other purposes.||2020-09-25||Public Lands and Natural Resources||No||No
hr8402||116||To direct the Joint Committee on the Library to obtain a statue of Ruth Bader Ginsburg and to place the statue in the United States Capitol in National Statuary Hall.||2020-09-25||Congress||No||No
hr8403||116||Human Factors Improvements to the Aircraft Certification Act||2020-09-25||Transportation and Public Works||No||No
hr8404||116||Public Housing Solar Equity Act of 2020||2020-09-25||Housing and Community Development||No||No
hr8405||116||American Values and Security in International Athletics Act||2020-09-25||International Affairs||No||No
hr8406||116||The Heroes Act||2020-09-29||Economics and Public Finance||No||No
hr8407||116||Protecting National Security in Financial Investments Act||2020-09-29||Finance and Financial Sector||No||No
hr8408||116||Aircraft Certification Reform and Accountability Act||2020-09-29||Transportation and Public Works||No||No
hr8409||116||Department of State Student Internship Program Act||2020-09-29||International Affairs||No||No
hr841||116||People CARE Act||2019-01-29||Economics and Public Finance||No||No
hr8410||116||Promoting Access to Capital in Underbanked Communities Act of 2020||2020-09-29||Finance and Financial Sector||No||No
hr8411||116||End Oil and Gas Tax Subsidies Act of 2020||2020-09-29||Taxation||No||No
hr8412||116||VA Community Care Wait Time Transparency Act of 2020||2020-09-29||Armed Forces and National Security||No||No
hr8413||116||MINOR Act||2020-09-29||Armed Forces and National Security||No||No
hr8414||116||Strengthening Youth Apprenticeships Act of 2020||2020-09-29||Labor and Employment||No||No
hr8415||116||Restoring Education Access for Student Veterans Act||2020-09-29||Armed Forces and National Security||No||No
hr8416||116||Community Development Block Grant Equity Act of 2020||2020-09-29||Housing and Community Development||No||No
hr8417||116||Direct Primary Care for America Act||2020-09-29||Taxation||No||No
hr8418||116||STARTS Act of 2020||2020-09-29||Taxation||No||No
hr8419||116||Stop COVID�19 Test Surprise Medical Bills Act of 2020||2020-09-29||Health||No||No
hr842||116||CLEAR Act||2019-01-29||Government Operations and Politics||No||No
hr8420||116||Truth and Healing Commission on Indian Boarding School Policy Act||2020-09-29||Native Americans||No||No
hr8421||116||Wildfire Smoke Relief Act||2020-09-29||Emergency Management||No||No
hr8422||116||Coronavirus College Access and Completion Emergency Relief Act||2020-09-29||Education||No||No
hr8423||116||Feeding Homeless Youth During COVID�19 Act||2020-09-29||Agriculture and Food||No||No
hr8424||116||Supreme Court Term Limits and Regular Appointments Act of 2020||2020-09-29||Law||No||No
hr8425||116||"To designate the facility of the United States Postal Service located at 430 South Knowles Avenue in New Richmond, Wisconsin, as the ""Captain Robert C. Harmon and Private John R. Peirson Post Office Building""."||2020-09-29||Government Operations and Politics||No||No
hr8426||116||Protecting Apprenticeship Training for Veterans Act||2020-09-29||Armed Forces and National Security||No||No
hr8427||116||Ensuring Phone and Internet Access for SNAP Recipients Act of 2020||2020-09-29||Science, Technology, Communications||No||No
hr8428||116||Hong Kong People's Freedom and Choice Act of 2020||2020-09-29||Immigration||No||No
hr8429||116||Federal Agency Climate PREP Act||2020-09-29||Environmental Protection||No||No
hr843||116||Reform EPA Act||2019-01-29||Environmental Protection||No||No
hr8430||116||CALMER Act of 2020||2020-09-29||Arts, Culture, Religion||No||No
hr8431||116||Strengthening Local Processing Act||2020-09-29||Agriculture and Food||No||No
hr8432||116||Advanced Energy Technologies and Grid Efficiency Act of 2020||2020-09-29||Energy||No||No
hr8433||116||Preventing Future Pandemics Act of 2020||2020-09-29||International Affairs||No||No
hr8434||116||America Dines Out Act||2020-09-29||Commerce||No||No
hr8435||116||HOV Lanes for Heroes Act||2020-09-29||Transportation and Public Works||No||No
hr8436||116||Equal Health Care for All Act||2020-09-29||Health||No||No
hr8437||116||To extend the authority of the Secretary of Veterans Affairs to treat certain programs of education converted to distance learning by reason of emergencies and health-related situations in the same manner as programs of education pursued at educational institutions.||2020-09-29||Armed Forces and National Security||No||No
hr8438||116||Belarus Democracy, Human Rights, and Sovereignty Act of 2020||2020-09-29||International Affairs||No||No
hr8439||116||FAIR FIGHT Act||2020-09-29||Taxation||No||No
hr844||116||Industrial Mineral Parity Act of 2019||2019-01-29||Environmental Protection||No||No
hr8440||116||Disaster Tax Relief Act of 2020||2020-09-29||Taxation||No||No
hr8441||116||Frontline Heroes Act||2020-09-29||Health||No||No
hr8442||116||Ovarian and Cervical Cancer Awareness Act of 2020||2020-09-29||Health||No||No
hr8443||116||Cottage Homes to Improve Lives for Dependents (CHILD) Act||2020-09-30||Families||No||No
hr8444||116||Vital STATS Act of 2020||2020-09-30||Health||No||No
hr8445||116||Hezbollah Money Laundering Prevention Act of 2020||2020-09-30||International Affairs||No||No
hr8446||116||Grand Staircase Escalante Enhancement Act||2020-09-30||Public Lands and Natural Resources||No||No
hr8447||116||Community Health and Clean Transit Act of 2020||2020-09-30||Transportation and Public Works||No||No
hr8448||116||To prohibit certain signatures on checks and notices issued by the Department of the Treasury, and for other purposes.||2020-09-30||Taxation||No||No
hr8449||116||Veterans� Sentinel Act||2020-09-30||Armed Forces and National Security||No||No
hr845||116||Solidarity in Salary Act of 2019||2019-01-29||Congress||No||No
hr8450||116||To treat certain face coverings and disinfectants as medical expenses for purposes of certain Federal tax benefits.||2020-09-30||Taxation||No||No
hr8451||116||Know Your Home Act of 2020||2020-09-30||Housing and Community Development||No||No
hr8452||116||Protect Brave Whistleblowers Act of 2020||2020-09-30||Crime and Law Enforcement||No||No
hr8453||116||"To designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the ""Vanessa Guill�n Post Office Building""."||2020-09-30||Government Operations and Politics||No||No
hr8454||116||EARN IT Act of 2020||2020-09-30||Crime and Law Enforcement||No||No
hr8455||116||Reconciliation in Place Names Act||2020-09-30||Public Lands and Natural Resources||No||No
hr8456||116||Securing Our Elections Act of 2020||2020-09-30||Government Operations and Politics||No||No
hr8457||116||Federal Worker Leave Fairness Act of 2020||2020-09-30||Government Operations and Politics||No||No
hr8458||116||Protections and Transparency in the Workplace Act||2020-09-30||Finance and Financial Sector||No||No
hr8459||116||Judicial Ads Act||2020-09-30||Government Operations and Politics||No||No
hr846||116||Veterans Serving Veterans Act of 2019||2019-01-29||Armed Forces and National Security||No||No
hr8460||116||Protecting our Students in Schools Act of 2020||2020-09-30||Education||No||No
hr8461||116||To amend the Arms Export Control Act relating to export licenses for firearm silencers.||2020-09-30||International Affairs||No||No
hr8462||116||Flood Resiliency and Taxpayer Savings Act of 2020||2020-09-30||Water Resources Development||No||No
hr8463||116||Defending Elections from Threats by Establishing Redlines Act of 2020||2020-09-30||International Affairs||No||No
hr8464||116||FADE Act of 2020||2020-09-30||International Affairs||No||No
hr8465||116||SHAPE Act of 2020||2020-09-30||International Affairs||No||No
hr8466||116||Homicide Victims� Families� Rights Act of 2020||2020-09-30||Crime and Law Enforcement||No||No
hr8467||116||Access to Rare Indications Act of 2020||2020-09-30||Health||No||No
hr8468||116||STRONG Act of 2020||2020-09-30||Education||No||No
hr8469||116||To amend the Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act to extend the deadline for a report by the Alyce Spotted Bear and Walter Soboleff Commission on Native Children, and for other purposes.||2020-09-30||Native Americans||No||No
hr847||116||Protecting Gold Star Spouses Act of 2019||2019-01-29||Armed Forces and National Security||No||No
hr8470||116||Federal Correctional Facilities COVID�19 Response Act||2020-10-01||Crime and Law Enforcement||No||No
hr8471||116||Set Sail Safely Act||2020-10-01||Transportation and Public Works||No||No
hr8472||116||Impact Aid Coronavirus Relief Act||2020-10-01||Education||Yes||No
hr8473||116||Family First Medisave Empowerment Act||2020-10-01||Taxation||No||No
hr8474||116||Community-Based Response Act||2020-10-01||Social Welfare||No||No
hr8475||116||TEACH Act||2020-10-01||Taxation||No||No
hr8476||116||TIKES Act||2020-10-01||Health||No||No
hr8477||116||American Jobs First Act of 2020||2020-10-01||Immigration||No||No
hr8478||116||Online Accessibility Act||2020-10-01||Civil Rights and Liberties, Minority Issues||No||No
hr8479||116||Essential Medicines Strategic Stockpile Act of 2020||2020-10-01||Health||No||No
hr848||116||To restrict certain Federal assistance benefits to individuals verified to be citizens of the United States.||2019-01-29||Social Welfare||No||No
hr8480||116||Visit America Act||2020-10-01||Commerce||No||No
hr8481||116||Appointments Clause Enforcement Act of 2020||2020-10-01||Government Operations and Politics||No||No
hr8482||116||American Food Workers Protection Act||2020-10-01||Agriculture and Food||No||No
hr8483||116||Pandemic Assistance for Student Veterans Act of 2020||2020-10-01||Armed Forces and National Security||No||No
hr8484||116||Ensuring Survivors Benefits during COVID-19 Act of 2020||2020-10-01||Armed Forces and National Security||No||No
hr8485||116||Health and Fitness Recovery Act of 2020||2020-10-01||Commerce||No||No
hr8486||116||Student Empowerment and Financial Literacy Act||2020-10-01||Education||No||No
hr8487||116||Energy Poverty Prevention and Accountability Act||2020-10-01||Energy||No||No
hr8488||116||Southern Maryland National Heritage Area Act||2020-10-01||Public Lands and Natural Resources||No||No
hr8489||116||PRICE Act||2020-10-01||Agriculture and Food||No||No
hr849||116||Civics Learning Act of 2019||2019-01-29||Education||No||No
hr8490||116||Promoting Careers in Aviation for America�s Veterans Act of 2020||2020-10-01||Armed Forces and National Security||No||No
hr8491||116||Designating the Chinese Communist Party as a Transnational Organized Crime Group Act||2020-10-01||Crime and Law Enforcement||No||No
hr8492||116||Count Every Vote Act of 2020||2020-10-01||Government Operations and Politics||No||No
hr8493||116||Passports for Purple Hearts Act||2020-10-01||Armed Forces and National Security||No||No
hr8494||116||Guaranteeing Israel�s QME Act of 2020||2020-10-01||International Affairs||No||No
hr8495||116||SECURE Act||2020-10-01||International Affairs||No||No
hr8496||116||SPEEDY COVID-19 Tests Act||2020-10-01||Health||No||No
hr8497||116||Preventing SBA Assistance from Going to China Act||2020-10-01||Commerce||No||No
hr8498||116||Informed Consent Act||2020-10-01||Crime and Law Enforcement||No||No
hr8499||116||SNAP for Infant Care Act of 2020||2020-10-01||Agriculture and Food||No||No
hr85||116||Fund and Complete the Border Wall Act||2019-01-03||Immigration||No||No
hr850||116||Agency Accountability Act of 2019||2019-01-29||Economics and Public Finance||No||No
hr8500||116||Attacks on Free Press Transparency Act||2020-10-01||Crime and Law Enforcement||No||No
hr8501||116||TEAMS Act||2020-10-01||Taxation||No||No
hr8502||116||Rosewood Study Act||2020-10-01||Public Lands and Natural Resources||No||No
hr8503||116||To authorize the honorary promotion to corporal of Private First Class Delbert Littrell, United States Marine Corps.||2020-10-01||\N||No||No
hr8504||116||Payroll Support Program Extension Act||2020-10-02||Transportation and Public Works||No||No
hr8505||116||To amend title XVIII of the Social Security Act to provide for a one-year waiver of budget neutrality adjustments under the Medicare physician fee schedule, and for other purposes.||2020-10-02||Health||No||No
hr8506||116||TEAM Act of 2020||2020-10-02||Armed Forces and National Security||No||No
hr8507||116||Holding Russia Accountable for Malign Activities Act of 2020||2020-10-02||International Affairs||No||No
hr8508||116||COVID�19 Vaccine Distribution and Production Act||2020-10-02||Government Operations and Politics||No||No
hr8509||116||Jobs for Economic Recovery Act of 2020||2020-10-02||Labor and Employment||No||No
hr851||116||Oil and Flammable Material Rail Transportation Safety Act||2019-01-29||Transportation and Public Works||No||No
hr8510||116||Highway Relief Act||2020-10-02||Transportation and Public Works||No||No
hr8511||116||Care Corps Demonstration Act of 2020||2020-10-02||Health||No||No
hr8512||116||Designing Accounting Safeguards To Help Broaden Oversight and Regulations on Data||2020-10-02||Finance and Financial Sector||No||No
hr8513||116||CSA Reform Act||2020-10-02||Transportation and Public Works||No||No
hr8514||116||Student Loan Relief Act||2020-10-02||Education||No||No
hr8515||116||Don�t Push My Buttons Act||2020-10-02||Science, Technology, Communications||No||No
hr8516||116||Compact Federal District Act||2020-10-02||Government Operations and Politics||No||No
hr8517||116||Protect Speech Act||2020-10-02||Science, Technology, Communications||No||No
hr8518||116||Law Enforcement Officer Recreation Pass Act||2020-10-02||Public Lands and Natural Resources||No||No
hr8519||116||Teaching Asian Pacific American History Act||2020-10-02||Education||No||No
hr852||116||Get the Lead Out of Schools Act||2019-01-29||Environmental Protection||No||No
hr8520||116||Supporting Educators During COVID�19 Act||2020-10-02||Taxation||No||No
hr8521||116||Landowner Easement Rights Act||2020-10-02||Public Lands and Natural Resources||No||No
hr8522||116||Agricultural Foreign Investment Disclosure Reform Act||2020-10-02||Agriculture and Food||No||No
hr8523||116||Supporting Children with Disabilities During COVID�19 Act||2020-10-02||Education||No||No
hr8524||116||Blockchain Records and Transactions Act of 2020||2020-10-02||Finance and Financial Sector||No||No
hr8525||116||Expanded Genetic Screening Act of 2020||2020-10-02||Health||No||No
hr8526||116||HSAT Act||2020-10-02||Transportation and Public Works||No||No
hr8527||116||Fair Care Act of 2020||2020-10-02||Health||No||No
hr8528||116||Ensuring Telehealth Expansion Act of 2020||2020-10-02||Health||No||No
hr8529||116||Protecting Access to Affordable Medicines Act of 2020||2020-10-06||Health||No||No
hr853||116||Army Combat Action Badge Eligibility Act||2019-01-29||Armed Forces and National Security||No||No
hr8530||116||Energy Opportunity Zones Act of 2020||2020-10-06||Taxation||No||No
hr8531||116||Food Deserts Act of 2020||2020-10-06||Agriculture and Food||No||No
hr8532||116||National Center for the Advancement of Aviation Act of 2020||2020-10-06||Transportation and Public Works||No||No
hr8533||116||SAVE Federally-Assisted Housing Act||2020-10-06||Taxation||No||No
hr8534||116||Military Dependents School Meal Eligibility Act of 2020||2020-10-06||Agriculture and Food||No||No
hr8535||116||GO Ag Act||2020-10-06||Education||No||No
hr8536||116||Fair Medical Debt Reporting Act||2020-10-06||Finance and Financial Sector||No||No
hr8537||116||To direct the Administrator of the Small Business Administration to modify any caps on emergency EIDL advances to certain veterans service organizations, and for other purposes.||2020-10-06||Commerce||No||No
hr8538||116||To allow certain governmental pension plans to include firefighters, emergency medical technicians, and paramedics, and for other purposes.||2020-10-06||Taxation||No||No
hr8539||116||District of Columbia-Maryland Reunion Act||2020-10-06||Government Operations and Politics||No||No
hr854||116||Humanitarian Assistance to the Venezuelan People Act of 2019||2019-01-29||International Affairs||No||No
hr8540||116||Keeping Seniors Safe from COVID-19 Through Home Design Act of 2020||2020-10-06||Housing and Community Development||No||No
hr8541||116||To help ensure that COVID-19 does not prevent disabled veterans from using the medical treatment leave to which such veterans are entitled, and for other purposes.||2020-10-06||Government Operations and Politics||No||No
hr8542||116||Defeat Pandemic Propaganda Act of 2020||2020-10-06||Health||No||No
hr8543||116||Power Line Resiliency Act||2020-10-06||Energy||No||No
hr8544||116||STRONG Support for Children Act of 2020||2020-10-06||Health||No||No
hr8545||116||Beat CHINA for 5G Act of 2020||2020-10-06||Science, Technology, Communications||No||No
hr8546||116||Fair Drug Prices for Kids Act||2020-10-06||Health||No||No
hr8547||116||Incentivize Energy-Saving Improvements Act||2020-10-06||Taxation||No||No
hr8548||116||Commission on Presidential Capacity to Discharge the Powers and Duties of the Office Act||2020-10-09||Government Operations and Politics||No||No
hr8549||116||To prohibit the retention of incidentally acquired communications in the course of intelligence collection activities.||2020-10-09||Armed Forces and National Security||No||No
hr855||116||STRONG Act||2019-01-29||Science, Technology, Communications||No||No
hr8550||116||Students Helping Young Students Act of 2020||2020-10-09||Education||No||No
hr8551||116||Interstate Teaching Mobility Act||2020-10-09||Education||No||No
hr8552||116||Student Records Protection Act||2020-10-09||Education||No||No
hr8553||116||Managing American Knowledge and Equipment to Prevent Pandemic Emergencies Act||2020-10-09||Health||No||No
hr8554||116||Federal Sunset Commission Act of 2020||2020-10-09||Government Operations and Politics||No||No
hr8555||116||Vaccine Fairness Act of 2020||2020-10-09||Health||No||No
hr8556||116||David Dorn Back the Blue Act||2020-10-09||Crime and Law Enforcement||No||No
hr8557||116||Cattle Market Transparency Act of 2020||2020-10-09||Agriculture and Food||No||No
hr8558||116||Comprehensive Breast Reconstruction Act of 2020||2020-10-09||Health||No||No
hr8559||116||Surviving Families Benefit Expansion Act||2020-10-09||Armed Forces and National Security||No||No
hr856||116||Physician Pro Bono Care Act of 2019||2019-01-29||Taxation||No||No
hr8560||116||Kenneth P. Thompson Begin Again Act||2020-10-09||Crime and Law Enforcement||No||No
hr8561||116||Restoring Fairness to Medicaid Reimbursement Act of 2020||2020-10-09||Health||No||No
hr8562||116||Pandemic Essential Supplies Act||2020-10-09||Armed Forces and National Security||No||No
hr8563||116||To require the Secretary of the Army to conduct a study to determine the costs for the Corps of Engineers to ensure that certain project activities authorized under Nationwide Permit 14 comply with public safety conditions, and for other purposes.||2020-10-09||Transportation and Public Works||No||No
hr8564||116||To amend the John D. Dingell, Jr. Conservation, Management, and Recreation Act to establish the Cerro de la Olla Wilderness in the R�o Grande del Norte National Monument, New Mexico.||2020-10-09||Public Lands and Natural Resources||No||No
hr8565||116||Children�s Protection Act of 2020||2020-10-09||Government Operations and Politics||No||No
hr8566||116||To require the Board of Governors of the Federal Reserve System and the Securities and Exchange Commission to carry out a study on the racial gap in stock ownership, and for other purposes.||2020-10-09||Finance and Financial Sector||No||No
hr8567||116||Required Minimum Distribution Modernization Act of 2020||2020-10-09||Taxation||No||No
hr8568||116||PREPARE LTC Act||2020-10-09||Health||No||No
hr8569||116||Disaster Learning and Life Saving Act of 2020||2020-10-09||Emergency Management||No||No
hr857||116||Inaction Has Consequences Act||2019-01-29||Congress||No||No
hr8570||116||Teachers and Parents at the Table Act||2020-10-09||Education||No||No
hr8571||116||VA/DoD Deployment Interoperability Act||2020-10-09||Armed Forces and National Security||No||No
hr8572||116||Securing America�s Nuclear Waste Act||2020-10-09||Energy||No||No
hr8573||116||Helping Families Access Pediatric Care Act of 2020||2020-10-09||Health||No||No
hr8574||116||PROTECT Long Term Care Facilities Act||2020-10-09||Health||No||No
hr8575||116||To direct the Secretary of Defense to submit to Congress a report on threats to the United States Armed Forces from the Russian Federation.||2020-10-09||Armed Forces and National Security||No||No
hr8576||116||PAID Study Act of 2020||2020-10-09||Finance and Financial Sector||No||No
hr8577||116||Kenneth P. Thompson Civic Justice Corps Act of 2020||2020-10-09||Labor and Employment||No||No
hr8578||116||Parris Island Protection Act||2020-10-09||Armed Forces and National Security||No||No
hr8579||116||SMART Transportation Act||2020-10-13||Transportation and Public Works||No||No
hr858||116||To make continuing appropriations for salaries and expenses of air traffic controllers for fiscal year 2019.||2019-01-29||Transportation and Public Works||No||No
hr8580||116||Little Manatee Wild and Scenic River Act||2020-10-13||Public Lands and Natural Resources||No||No
hr8581||116||Triple A Study Act||2020-10-13||Health||No||No
hr8582||116||Tradeable Performance Standard Act||2020-10-13||Environmental Protection||No||No
hr8583||116||Justice for Dislocated Workers Act||2020-10-13||Labor and Employment||No||No
hr8584||116||Retirement Inflation Protection Act of 2020||2020-10-13||Taxation||No||No
hr8585||116||American Right to Family Act||2020-10-13||Immigration||No||No
hr8586||116||Medicaid Coverage for Addiction Recovery Expansion Act||2020-10-13||Health||No||No
hr8587||116||Congress Commission Act||2020-10-13||Congress||No||No
hr8588||116||Improving the American Drug Supply Chain Act of 2020||2020-10-13||Health||No||No
hr8589||116||Aviation Industry Assistance for Cleaner and Quieter Skies Act||2020-10-13||Transportation and Public Works||No||No
hr859||116||To authorize the honorary appointment of Robert J. Dole to the grade of colonel in the regular Army.||2019-01-29||\N||No||No
hr8590||116||Smithsonian and National Gallery of Art Collections Space Authorization Act||2020-10-13||Arts, Culture, Religion||No||No
hr8591||116||Daniel Anderl Judicial Security and Privacy Act of 2020||2020-10-13||Government Operations and Politics||No||No
hr8592||116||EMS Counts Act of 2020||2020-10-13||Labor and Employment||No||No
hr8593||116||For the relief of Lucio Enrique Perez Ortiz, Dora Gonzalez Santizo, and Edvin Oriany Perez Gonzalez.||2020-10-13||\N||No||No
hr8594||116||For the relief of Irida Kakhtiranova.||2020-10-13||\N||No||No
hr8595||116||To nullify the effect of Executive Order 13950 relating to combating race and sex stereotyping.||2020-10-16||Labor and Employment||No||No
hr8596||116||Limiting Section 230 Immunity to Good Samaritans Act||2020-10-16||Science, Technology, Communications||No||No
hr8597||116||Policing Transparency Act||2020-10-16||Crime and Law Enforcement||No||No
hr8598||116||Emergency Social Security COLA for 2021 Act||2020-10-16||Social Welfare||No||No
hr8599||116||Binational Health Strategies Act of 2020||2020-10-16||International Affairs||No||No
hr86||116||Budget Process Accountability Act||2019-01-03||Economics and Public Finance||No||No
hr860||116||Social Security 2100 Act||2019-01-30||Social Welfare||No||No
hr8600||116||COVID�19 Emergency Social Security Cost of Living Increase Act of 2020||2020-10-16||Social Welfare||No||No
hr8601||116||Payer State Transparency Act of 2020||2020-10-16||Taxation||No||No
hr8602||116||"To designate the facility of the United States Postal Service located at 1233 North Cedar Street in Owasso, Oklahoma, as the ""Staff Sergeant Marshal Roberts Post Office Building""."||2020-10-16||Government Operations and Politics||No||No
hr8603||116||Developing and Empowering our Aspiring Leaders Act of 2020||2020-10-16||Finance and Financial Sector||No||No
hr8604||116||Protecting Essential Workers Act||2020-10-16||Health||No||No
hr8605||116||Community Readiness Act||2020-10-16||Water Resources Development||No||No
hr8606||116||To defer the tax of certain sales of employer stock and reduce certain retirement-related excise taxes, and for other purposes.||2020-10-16||Taxation||No||No
hr8607||116||U.S. Postal Service Accountability and Voting Rights Act||2020-10-16||Government Operations and Politics||No||No
hr8608||116||Carrie�s Law||2020-10-16||Law||No||No
hr8609||116||Protect Peaceful Protests Act||2020-10-16||Crime and Law Enforcement||No||No
hr861||116||End Surprise Billing Act of 2019||2019-01-30||Health||No||No
hr8610||116||China Trade Relations Act of 2020||2020-10-16||Foreign Trade and International Finance||No||No
hr8611||116||"To designate the facility of the United States Postal Service located at 4755 Southeast Dixie Highway in Port Salerno, Florida, as the ""Joseph Bullock Post Office Building""."||2020-10-16||Government Operations and Politics||Yes||No
hr8612||116||Enhancing K�12 Cybersecurity Act||2020-10-16||Education||No||No
hr8613||116||Carbon Cost Act of 2020||2020-10-16||Environmental Protection||No||No
hr8614||116||Home Educators are Teachers Act of 2020||2020-10-16||Taxation||No||No
hr8615||116||ARC Act of 2020||2020-10-16||Health||No||No
hr8616||116||Build for Future Disasters Act of 2020||2020-10-16||Finance and Financial Sector||No||No
hr8617||116||Temporary Family Visitation Act||2020-10-16||Immigration||No||No
hr8618||116||Local Government Taxpayer Fairness Act||2020-10-16||Taxation||No||No
hr8619||116||Emmett Till and Mamie Till-Mobley Congressional Gold Medal Act of 2020||2020-10-16||Civil Rights and Liberties, Minority Issues||No||No
hr862||116||Eastern Legacy Extension Act||2019-01-30||Public Lands and Natural Resources||No||No
hr8620||116||To permit payments for certain business software or cloud computing services as allowable uses of a loan made under the Paycheck Protection Program of the Small Business Administration.||2020-10-16||Commerce||No||No
hr8621||116||Child Tax Credit for Pregnant Moms Act of 2020||2020-10-16||Taxation||No||No
hr8622||116||ADVANCE Act||2020-10-16||Emergency Management||No||No
hr8623||116||SAVE for Seniors Act||2020-10-16||Health||No||No
hr8624||116||Protecting Access to Innovation During COVID�19 Act||2020-10-16||Health||No||No
hr8625||116||For the relief of Ivana Alexandra Sifuentes Arbirio and Luisa Mariana Sifuentes Arbirio.||2020-10-16||\N||No||No
hr8626||116||Energy Resilient Communities Act||2020-10-20||Energy||No||No
hr8627||116||To express the sense of Congress that the Chesapeake Bay Office of the National Oceanic and Atmospheric Administration shall be the primary representative of the National Oceanic and Atmospheric Administration in the Chesapeake Bay, to require the Secretary of the Commerce, acting through the Administrator of the National Oceanic and Atmospheric Administration, to provide grants supporting research on the conservation, restoration, or management of oysters in estuarine ecosystems, and for other purposes.||2020-10-20||Public Lands and Natural Resources||No||No
hr8628||116||Global Small Business Network Act||2020-10-20||International Affairs||No||No
hr8629||116||Protecting Employees from Surprise Taxes Act of 2020||2020-10-20||Taxation||No||No
hr863||116||DXM Abuse Prevention Act of 2019||2019-01-30||Health||No||No
